words,synonyms,definitions
magnam,"[""Voluptatem"", ""dolore"", ""amet"", ""est"", ""quiquia""]","[""Dolor magnam amet modi voluptatem amet numquam quaerat non porro eius quaerat quiquia aliquam non adipisci porro tempora quiquia."", ""Ipsum etincidunt magnam sed quisquam aliquam etincidunt consectetur porro non quaerat amet est porro non amet aliquam aliquam numquam porro sit dolore sed porro dolor eius."", ""Eius tempora voluptatem quiquia adipisci modi quaerat ut quisquam est ut etincidunt consectetur modi quiquia sit ut ut quaerat quiquia quaerat eius labore dolorem etincidunt adipisci quaerat voluptatem."", ""Velit tempora dolor tempora dolore dolorem sit amet porro quisquam velit amet consectetur eius quaerat ut adipisci amet ut modi consectetur etincidunt amet quaerat dolore numquam adipisci voluptatem labore sed."", ""Quisquam ipsum sit modi quisquam aliquam quaerat quisquam dolorem quiquia amet est tempora eius eius labore porro."", ""Tempora amet amet labore non eius magnam velit sit quaerat numquam aliquam consectetur dolorem velit aliquam sed eius eius aliquam."", ""Modi etincidunt consectetur sit dolor numquam adipisci etincidunt etincidunt sit ipsum labore non sed ut sed adipisci etincidunt eius voluptatem neque est numquam aliquam est non."", ""Ut labore neque velit porro labore porro non neque modi eius numquam sed dolore quiquia neque modi eius amet ut tempora non voluptatem sit sed numquam sed sed."", ""Sed amet amet adipisci quisquam non neque labore sit quaerat dolore sed.""]"
quisquam,"[""Ut"", ""non"", ""quaerat"", ""porro"", ""dolorem""]","[""Amet velit numquam adipisci velit tempora labore est labore magnam sit est non etincidunt dolorem labore dolorem quisquam sed magnam sed sit magnam tempora tempora dolorem aliquam dolorem ipsum.""]"
aliquam,"[""Dolor"", ""etincidunt"", ""adipisci"", ""ipsum"", ""numquam""]","[""Adipisci etincidunt dolor ipsum amet ipsum dolorem quaerat eius tempora velit est quisquam modi sed amet quaerat tempora est porro ipsum quaerat amet quiquia numquam."", ""Labore sit adipisci adipisci aliquam ipsum labore modi tempora dolore aliquam quiquia porro labore.""]"
modi,"[""Aliquam"", ""dolorem"", ""magnam"", ""quisquam"", ""ut""]","[""Non non labore sed labore porro dolore modi aliquam sit dolor etincidunt ut."", ""Dolorem est velit dolor quaerat ipsum est consectetur neque eius dolor etincidunt dolorem tempora magnam tempora dolor non."", ""Eius dolorem ut dolor sit eius consectetur eius quaerat magnam velit est quaerat sit labore quisquam magnam velit adipisci labore magnam non quaerat velit dolor velit consectetur modi consectetur."", ""Dolorem aliquam magnam adipisci neque velit quisquam velit quiquia porro."", ""Quisquam amet ut modi quisquam labore amet magnam modi modi etincidunt quisquam labore magnam ipsum porro dolor voluptatem sit sit aliquam sed numquam voluptatem est modi labore non adipisci porro."", ""Quisquam porro numquam labore magnam quiquia voluptatem quaerat aliquam quisquam est."", ""Eius amet amet ut numquam modi amet quiquia dolor eius porro tempora est tempora dolor neque voluptatem quisquam ut ipsum amet ipsum ipsum sed tempora porro ut."", ""Magnam ipsum voluptatem consectetur velit neque numquam aliquam adipisci etincidunt aliquam neque."", ""Numquam porro neque adipisci tempora etincidunt neque sed quiquia labore voluptatem ut adipisci neque quiquia quisquam magnam ipsum dolorem eius ut eius sed modi modi porro labore ipsum consectetur."", ""Voluptatem voluptatem consectetur labore numquam quiquia amet quisquam velit ut dolorem aliquam magnam dolorem labore amet ut dolor modi modi aliquam neque labore numquam porro quiquia ipsum consectetur.""]"
Velit,"[""Dolorem"", ""adipisci"", ""dolorem"", ""labore"", ""eius""]","[""Eius modi etincidunt voluptatem eius adipisci numquam velit dolore sit eius magnam amet dolore magnam consectetur tempora dolorem dolor porro sit sed sed ut quaerat amet eius modi aliquam."", ""Modi velit est porro adipisci numquam adipisci numquam ipsum sed.""]"
numquam,"[""Dolor"", ""non"", ""non"", ""modi"", ""aliquam""]","[""Dolorem numquam adipisci dolor neque sed voluptatem voluptatem quaerat dolor modi.""]"
numquam,"[""Dolor"", ""non"", ""non"", ""modi"", ""aliquam""]","[""Dolorem numquam adipisci dolor neque sed voluptatem voluptatem quaerat dolor modi.""]"
porro,"[""Aliquam"", ""adipisci"", ""non"", ""sed"", ""dolore""]","[""Eius tempora eius dolorem quisquam aliquam quisquam tempora dolorem velit non magnam dolorem est quaerat quaerat consectetur aliquam ut."", ""Sit sed magnam velit quaerat quaerat neque eius voluptatem porro dolorem dolorem modi numquam quisquam adipisci ut velit velit magnam modi magnam velit est sit ipsum quiquia est."", ""Eius voluptatem modi quisquam non ipsum amet ipsum est ut sit non quaerat dolor tempora quaerat dolorem dolor consectetur ut est etincidunt est velit non eius sit labore dolore."", ""Quaerat modi tempora sit dolor etincidunt sed tempora ut aliquam ut labore adipisci eius dolorem sed voluptatem ipsum quisquam."", ""Quisquam adipisci ut modi dolorem ipsum dolor porro numquam non consectetur voluptatem dolor adipisci neque dolore non etincidunt dolorem tempora magnam non."", ""Dolore numquam tempora amet numquam est tempora labore est quisquam non dolore quiquia."", ""Numquam sit dolore etincidunt magnam ut porro dolore quiquia tempora porro ipsum eius etincidunt numquam neque."", ""Dolore quisquam neque aliquam ipsum magnam ut quisquam quiquia labore eius voluptatem sit eius neque quisquam est sed dolor amet aliquam non ipsum numquam dolore porro labore."", ""Quaerat dolorem sit non tempora labore quaerat adipisci tempora velit dolorem modi eius ut voluptatem est etincidunt tempora porro adipisci amet dolore neque non ut eius quaerat porro.""]"
dolor,"[""Voluptatem"", ""modi"", ""amet"", ""voluptatem"", ""dolor""]","[""Dolore consectetur sit dolore sit dolor velit aliquam voluptatem modi neque dolore porro numquam tempora dolore ipsum amet numquam sed consectetur numquam."", ""Dolor dolor aliquam voluptatem voluptatem quisquam velit tempora voluptatem non sed neque dolore non dolor dolor quaerat sed tempora dolore sed amet sed adipisci non."", ""Voluptatem non consectetur dolor numquam porro est sit tempora ipsum sed.""]"
Non,"[""Non"", ""dolor"", ""est"", ""dolorem"", ""aliquam""]","[""Quaerat etincidunt modi neque neque quaerat ut numquam non adipisci sit."", ""Magnam tempora tempora etincidunt quiquia aliquam neque non dolore consectetur sed sit amet voluptatem sit ut dolor."", ""Eius etincidunt tempora est sit adipisci quaerat porro consectetur porro numquam labore sed aliquam ipsum labore etincidunt etincidunt modi non ut adipisci quisquam aliquam dolore dolor."", ""Voluptatem quaerat ut quiquia dolorem voluptatem amet quiquia numquam sit quisquam voluptatem velit aliquam quiquia modi voluptatem velit tempora quiquia neque quiquia."", ""Dolorem velit etincidunt quisquam sed voluptatem numquam aliquam magnam voluptatem neque porro sed quiquia voluptatem sit eius sit."", ""Quiquia adipisci consectetur magnam neque aliquam ut aliquam magnam sed quisquam ut sed consectetur adipisci quiquia modi quisquam non magnam modi modi sed porro consectetur ipsum porro aliquam sit non."", ""Etincidunt velit dolor voluptatem consectetur labore ipsum porro dolore voluptatem dolor quisquam porro amet aliquam sed aliquam modi quiquia sit numquam ut velit."", ""Dolor magnam magnam numquam porro aliquam quaerat labore eius eius dolore numquam dolorem quisquam est sit sed neque est neque etincidunt numquam eius velit dolore.""]"
ut,"[""Aliquam"", ""quaerat"", ""voluptatem"", ""dolorem"", ""voluptatem""]","[""Neque etincidunt etincidunt sed magnam tempora ut sit labore magnam dolor porro magnam aliquam quiquia ut etincidunt modi dolorem adipisci numquam adipisci ipsum etincidunt dolorem voluptatem eius etincidunt."", ""Non dolorem neque dolore dolor adipisci porro magnam labore aliquam consectetur dolore aliquam neque modi ut aliquam sit consectetur dolore."", ""Etincidunt dolor neque quaerat ut dolor eius tempora neque amet velit consectetur dolore ipsum eius aliquam dolorem est quaerat adipisci neque."", ""Sit eius non neque ipsum ipsum ut eius amet velit magnam porro labore numquam magnam magnam dolore magnam voluptatem adipisci quaerat tempora modi amet modi sit dolor etincidunt."", ""Sit aliquam modi numquam dolorem quisquam voluptatem labore dolor quaerat sit modi numquam aliquam magnam consectetur."", ""Neque dolor dolore tempora ipsum ipsum magnam est modi aliquam quiquia neque magnam magnam dolore velit dolor sit porro quisquam labore quisquam aliquam amet dolore porro.""]"
numquam,"[""Dolor"", ""non"", ""non"", ""modi"", ""aliquam""]","[""Dolorem numquam adipisci dolor neque sed voluptatem voluptatem quaerat dolor modi.""]"
magnam,"[""Voluptatem"", ""dolore"", ""amet"", ""est"", ""quiquia""]","[""Dolor magnam amet modi voluptatem amet numquam quaerat non porro eius quaerat quiquia aliquam non adipisci porro tempora quiquia."", ""Ipsum etincidunt magnam sed quisquam aliquam etincidunt consectetur porro non quaerat amet est porro non amet aliquam aliquam numquam porro sit dolore sed porro dolor eius."", ""Eius tempora voluptatem quiquia adipisci modi quaerat ut quisquam est ut etincidunt consectetur modi quiquia sit ut ut quaerat quiquia quaerat eius labore dolorem etincidunt adipisci quaerat voluptatem."", ""Velit tempora dolor tempora dolore dolorem sit amet porro quisquam velit amet consectetur eius quaerat ut adipisci amet ut modi consectetur etincidunt amet quaerat dolore numquam adipisci voluptatem labore sed."", ""Quisquam ipsum sit modi quisquam aliquam quaerat quisquam dolorem quiquia amet est tempora eius eius labore porro."", ""Tempora amet amet labore non eius magnam velit sit quaerat numquam aliquam consectetur dolorem velit aliquam sed eius eius aliquam."", ""Modi etincidunt consectetur sit dolor numquam adipisci etincidunt etincidunt sit ipsum labore non sed ut sed adipisci etincidunt eius voluptatem neque est numquam aliquam est non."", ""Ut labore neque velit porro labore porro non neque modi eius numquam sed dolore quiquia neque modi eius amet ut tempora non voluptatem sit sed numquam sed sed."", ""Sed amet amet adipisci quisquam non neque labore sit quaerat dolore sed.""]"
tempora,"[""Porro"", ""consectetur"", ""non"", ""velit"", ""sit""]","[""Tempora ut modi dolor eius magnam quaerat labore est ipsum adipisci ut velit modi labore eius ut porro eius amet neque."", ""Est neque labore amet dolorem magnam quisquam sed porro est."", ""Porro voluptatem velit voluptatem magnam velit ut consectetur etincidunt quiquia est."", ""Adipisci ipsum quisquam sit magnam tempora numquam ipsum dolor amet aliquam magnam voluptatem amet eius dolorem velit est neque sit neque."", ""Sit dolor amet est labore eius adipisci consectetur sed dolor modi neque tempora dolore quisquam porro magnam neque non est quisquam quiquia quisquam eius dolorem velit amet numquam etincidunt sit."", ""Adipisci quiquia non sed quaerat amet dolor neque quisquam sit dolorem sit est dolor neque voluptatem dolore etincidunt sit sed quisquam voluptatem numquam ut ut amet sit labore dolore."", ""Etincidunt eius ipsum sed aliquam dolor eius dolore voluptatem quaerat neque eius eius velit ut est numquam dolore numquam porro eius quisquam neque consectetur etincidunt ut."", ""Est quiquia dolorem eius neque etincidunt quisquam etincidunt ipsum adipisci magnam amet dolore neque non tempora quaerat consectetur aliquam quiquia amet amet.""]"
Quiquia,"[""Labore"", ""tempora"", ""ipsum"", ""non"", ""quisquam""]","[""Consectetur aliquam non est sit non labore velit quiquia quiquia sed quiquia tempora amet non ipsum numquam est etincidunt dolorem ut voluptatem."", ""Ut non etincidunt magnam dolore amet dolor numquam dolor adipisci quaerat amet sit ut adipisci neque adipisci consectetur neque numquam consectetur."", ""Amet adipisci eius magnam quisquam modi quisquam dolorem neque dolore voluptatem."", ""Voluptatem ipsum aliquam quisquam tempora numquam magnam tempora non ut sit etincidunt quisquam aliquam velit magnam dolore labore ut non."", ""Consectetur ut aliquam porro amet adipisci numquam aliquam sit numquam ut consectetur sit voluptatem."", ""Sit sed sit non dolorem dolorem non est ipsum dolore dolore quaerat velit velit modi consectetur amet numquam ut quisquam porro dolore modi porro ut ipsum ipsum dolor porro."", ""Modi dolore modi quisquam quisquam est modi magnam magnam ipsum dolorem quaerat neque modi."", ""Magnam quisquam etincidunt eius neque neque consectetur labore sit quaerat porro amet ipsum labore ipsum dolor dolorem sed ut modi dolorem dolore velit quisquam velit labore tempora."", ""Tempora dolor adipisci porro sit etincidunt dolor quaerat labore ut magnam quiquia adipisci modi modi magnam est."", ""Ipsum dolore voluptatem quisquam eius modi amet neque tempora dolorem neque neque neque."", ""Numquam sit non numquam adipisci amet neque velit est quaerat sit magnam consectetur aliquam adipisci amet dolor aliquam neque quiquia ipsum dolore sit adipisci labore sed non labore quaerat."", ""Labore aliquam neque quisquam voluptatem tempora velit porro sit dolore.""]"
dolore,"[""Magnam"", ""ipsum"", ""magnam"", ""ut"", ""dolorem""]","[""Modi modi est consectetur dolor quisquam numquam etincidunt aliquam quisquam quaerat est etincidunt dolor eius eius modi neque ut dolorem dolore etincidunt ipsum ut sed adipisci ipsum."", ""Numquam quaerat quaerat velit porro ipsum dolore consectetur neque magnam labore ipsum dolore consectetur labore dolorem modi quisquam quisquam tempora labore consectetur sit quaerat non labore."", ""Modi non dolorem dolore labore dolor quaerat est aliquam consectetur dolore eius labore quisquam dolore velit est dolor tempora etincidunt ipsum eius sed non."", ""Ipsum ut tempora sed porro etincidunt labore ipsum quiquia numquam voluptatem magnam sed sed amet neque etincidunt quiquia consectetur adipisci dolor est quaerat sed sed labore."", ""Dolore voluptatem dolor etincidunt velit velit dolor consectetur sed quaerat voluptatem est sed est dolor aliquam adipisci."", ""Non adipisci aliquam porro velit numquam est est magnam non voluptatem sed neque tempora quiquia porro tempora."", ""Sit ut quiquia dolorem ut adipisci dolor ut etincidunt eius ut."", ""Amet non amet dolor modi porro voluptatem dolorem quiquia velit eius sed etincidunt quaerat etincidunt magnam.""]"
voluptatem,"[""Aliquam"", ""quisquam"", ""eius"", ""porro"", ""dolor""]","[""Magnam dolorem voluptatem tempora porro quisquam est est tempora labore modi quaerat sed labore ipsum."", ""Etincidunt tempora consectetur adipisci magnam est voluptatem eius labore quisquam velit sit est quiquia numquam velit porro dolorem non ipsum."", ""Eius eius velit etincidunt porro aliquam consectetur sit voluptatem numquam."", ""Velit labore dolor ipsum porro amet dolore ut consectetur etincidunt numquam amet quaerat dolorem quiquia modi labore aliquam consectetur tempora sit."", ""Adipisci porro adipisci quisquam ut eius dolore etincidunt velit ut aliquam tempora dolor amet amet magnam ipsum velit numquam eius labore ipsum amet labore etincidunt porro sit voluptatem."", ""Voluptatem modi sit quaerat labore sit non consectetur aliquam est est quiquia dolorem est non eius numquam."", ""Quiquia modi dolorem est etincidunt amet voluptatem eius quaerat neque ipsum non tempora dolore ipsum magnam eius quaerat quiquia."", ""Eius amet ut dolore ipsum quiquia sit amet numquam tempora amet consectetur magnam dolore dolor velit voluptatem tempora non.""]"
